Nombre,Posición,Edad,Nacionalidad,Altura,Pie hábil,Contrato,Valor de mercado,Equipo,Liga,Lesión
Ludovic Ajorque,Centre-Forward,31,"['France', 'Réunion']",196,left,6/30/2027,4000000,StadeBretois29,Ligue 1,Sin lesión
Rémy Labeau Lascary,Centre-Forward,22,"['France', 'Guadeloupe']",184,right,6/30/2026,2000000,StadeBretois29,Ligue 1,Sin lesión
Saliou Diop,Centre-Forward,20,['Senegal'],187,right,6/30/2026,50000,StadeBretois29,Ligue 1,Sin lesión
Brice Samba,Goalkeeper,31,"['France', 'Congo']",187,left,6/30/2029,12000000,StadeRennaisFC,Ligue 1,Sin lesión
Gauthier Gallon,Goalkeeper,32,['France'],187,right,6/30/2027,800000,StadeRennaisFC,Ligue 1,Sin lesión
Mathys Silistrie,Goalkeeper,20,"['France', 'Guadeloupe']",,,6/30/2026,,StadeRennaisFC,Ligue 1,Sin lesión
Jérémy Jacquet,Centre-Back,20,"['France', 'Guadeloupe']",190,right,6/30/2029,12000000,StadeRennaisFC,Ligue 1,Sin lesión
Lilian Brassier,Centre-Back,25,"['France', 'Togo']",186,left,6/30/2029,10000000,StadeRennaisFC,Ligue 1,Sin lesión
Anthony Rouault,Centre-Back,24,['France'],186,right,6/30/2029,10000000,StadeRennaisFC,Ligue 1,Sin lesión
Alidu Seidu,Centre-Back,25,['Ghana'],173,right,6/30/2029,6000000,StadeRennaisFC,Ligue 1,Sin lesión
Abdelhamid Ait Boudlal,Centre-Back,19,['Morocco'],190,right,6/30/2028,1500000,StadeRennaisFC,Ligue 1,Sin lesión
Quentin Merlin,Left-Back,23,['France'],174,left,6/30/2029,15000000,StadeRennaisFC,Ligue 1,Sin lesión
Mahamadou Nagida,Left-Back,20,['Cameroon'],176,left,6/30/2029,800000,StadeRennaisFC,Ligue 1,Sin lesión
Przemyslaw Frankowski,Right-Back,30,['Poland'],175,right,6/30/2026,7000000,StadeRennaisFC,Ligue 1,Sin lesión
Djaoui Cissé,Central Midfield,21,"['France', 'Mali']",188,right,6/30/2030,10000000,StadeRennaisFC,Ligue 1,Sin lesión
Seko Fofana,Central Midfield,30,"[""Cote d'Ivoire"", 'France']",185,right,6/30/2029,10000000,StadeRennaisFC,Ligue 1,Sin lesión
Valentin Rongier,Central Midfield,30,['France'],173,right,6/30/2028,9000000,StadeRennaisFC,Ligue 1,Sin lesión
Mahdi Camara,Central Midfield,27,"['France', 'The Gambia']",176,right,6/30/2029,9000000,StadeRennaisFC,Ligue 1,Sin lesión
Glen Kamara,Central Midfield,29,"['Finland', 'Sierra Leone']",178,right,6/30/2028,3000000,StadeRennaisFC,Ligue 1,Sin lesión
Nordan Mukiele,Left Winger,19,"['France', 'DR Congo']",184,right,6/30/2028,200000,StadeRennaisFC,Ligue 1,Sin lesión
Ludovic Blas,Right Winger,27,"['France', 'Martinique']",180,left,6/30/2027,18000000,StadeRennaisFC,Ligue 1,Sin lesión
Mousa Tamari,Right Winger,28,['Jordan'],178,left,6/30/2028,6000000,StadeRennaisFC,Ligue 1,Sin lesión
Breel Embolo,Centre-Forward,28,"['Switzerland', 'Cameroon']",187,right,6/30/2029,12000000,StadeRennaisFC,Ligue 1,Sin lesión
Estéban Lepaul,Centre-Forward,25,['France'],181,right,6/30/2029,12000000,StadeRennaisFC,Ligue 1,Sin lesión
Kader Meïté,Centre-Forward,18,"['France', ""Cote d'Ivoire""]",192,right,6/30/2028,8000000,StadeRennaisFC,Ligue 1,Sin lesión
Guillaume Restes,Goalkeeper,20,"['France', ""Cote d'Ivoire""]",188,left,6/30/2028,20000000,ToulouseFC,Ligue 1,Sin lesión
Kjetil Haug,Goalkeeper,27,['Norway'],191,right,6/30/2026,600000,ToulouseFC,Ligue 1,Sin lesión
Álex Domínguez,Goalkeeper,27,['Spain'],187,left,6/30/2027,300000,ToulouseFC,Ligue 1,Sin lesión
Charlie Cresswell,Centre-Back,23,['England'],190,right,6/30/2028,12000000,ToulouseFC,Ligue 1,Sin lesión
Mark McKenzie,Centre-Back,26,"['United States', 'Jamaica']",184,right,6/30/2027,6000000,ToulouseFC,Ligue 1,Sin lesión
Rasmus Nicolaisen,Centre-Back,28,['Denmark'],191,left,6/30/2027,5000000,ToulouseFC,Ligue 1,Team captain
Dayann Methalie,Centre-Back,19,['France'],186,left,6/30/2030,4000000,ToulouseFC,Ligue 1,Sin lesión
Seny Koumbassa,Centre-Back,18,"['France', 'Guinea']",194,right,6/30/2028,100000,ToulouseFC,Ligue 1,Sin lesión
Warren Kamanzi,Right-Back,24,['Norway'],177,right,6/30/2026,2000000,ToulouseFC,Ligue 1,Sin lesión
Djibril Sidibé,Right-Back,33,"['France', 'Mali']",183,right,6/30/2026,1000000,ToulouseFC,Ligue 1,Sin lesión
Cristian Cásseres Jr.,Central Midfield,25,['Venezuela'],176,right,6/30/2027,6000000,ToulouseFC,Ligue 1,Sin lesión
Abu Francis,Central Midfield,24,['Ghana'],182,right,6/30/2029,1800000,ToulouseFC,Ligue 1,Sin lesión
Niklas Schmidt,Central Midfield,27,['Germany'],184,both,6/30/2027,1800000,ToulouseFC,Ligue 1,Cruciate ligament tear - Return unknown
Alexis Vossah,Central Midfield,17,"['France', 'Togo']",181,,6/30/2028,1000000,ToulouseFC,Ligue 1,Sin lesión
Rafik Messali,Right Midfield,22,"['Algeria', 'France']",177,right,6/30/2028,800000,ToulouseFC,Ligue 1,Injury to the ankle - Return unknown
Aron Dønnum,Left Midfield,27,['Norway'],178,left,6/30/2028,4000000,ToulouseFC,Ligue 1,Sin lesión
Mario Sauer,Attacking Midfield,21,['Slovakia'],180,right,,2000000,ToulouseFC,Ligue 1,Sin lesión
Yann Gboho,Left Winger,24,"['France', ""Cote d'Ivoire""]",178,right,6/30/2027,10000000,ToulouseFC,Ligue 1,Sin lesión
Noah Edjouma,Right Winger,20,"['France', 'Cameroon']",182,right,6/30/2027,3000000,ToulouseFC,Ligue 1,Sin lesión
Frank Magri,Centre-Forward,26,"['Cameroon', 'France']",178,right,6/30/2026,3000000,ToulouseFC,Ligue 1,Sin lesión
Santiago Hidalgo,Centre-Forward,20,"['Argentina', 'Italy']",174,left,6/30/2029,2500000,ToulouseFC,Ligue 1,Sin lesión
Emersonn,Centre-Forward,21,['Brazil'],193,right,,2500000,ToulouseFC,Ligue 1,Sin lesión
Julián Vignolo,Centre-Forward,18,['Argentina'],185,right,6/30/2029,1000000,ToulouseFC,Ligue 1,Sin lesión
Enzo Faty,Centre-Forward,18,"['France', 'Senegal']",189,right,,,ToulouseFC,Ligue 1,Sin lesión
Djordje Petrovic,Goalkeeper,26,['Serbia'],194,right,6/30/2030,28000000,AFCBournemouth,Premier League,Sin lesión
Will Dennis,Goalkeeper,25,['England'],188,right,6/30/2028,350000,AFCBournemouth,Premier League,Sin lesión
Bafodé Diakité,Centre-Back,24,"['France', 'Guinea']",184,right,,35000000,AFCBournemouth,Premier League,Sin lesión
Marcos Senesi,Centre-Back,28,"['Argentina', 'Italy']",185,left,6/30/2026,22000000,AFCBournemouth,Premier League,Sin lesión
Veljko Milosavljevic,Centre-Back,18,['Serbia'],192,right,6/30/2030,15000000,AFCBournemouth,Premier League,Sin lesión
James Hill,Centre-Back,23,['England'],184,right,6/30/2029,5000000,AFCBournemouth,Premier League,Sin lesión
Matai Akinmboni,Centre-Back,19,"['United States', 'Nigeria']",188,left,6/30/2026,1000000,AFCBournemouth,Premier League,Sin lesión
Adrien Truffert,Left-Back,23,['France'],176,left,6/30/2030,15000000,AFCBournemouth,Premier League,Sin lesión
Julio Soler,Left-Back,20,"['Argentina', 'Paraguay']",175,left,6/30/2029,8000000,AFCBournemouth,Premier League,Called up to national team -  - cross-competition
Álex Jiménez,Right-Back,20,['Spain'],177,right,6/30/2026,15000000,AFCBournemouth,Premier League,Sin lesión
Julián Araujo,Right-Back,24,"['Mexico', 'United States']",176,right,6/30/2029,10000000,AFCBournemouth,Premier League,Sin lesión
Adam Smith,Right-Back,34,['England'],174,right,6/30/2026,750000,AFCBournemouth,Premier League,Team captain
Tyler Adams,Defensive Midfield,26,['United States'],175,right,6/30/2028,20000000,AFCBournemouth,Premier League,Sin lesión
Alex Scott,Central Midfield,22,"['England', 'Guernsey']",178,right,6/30/2028,25000000,AFCBournemouth,Premier League,Sin lesión
Lewis Cook,Central Midfield,28,['England'],175,right,6/30/2028,15000000,AFCBournemouth,Premier League,Sin lesión
Ryan Christie,Central Midfield,30,['Scotland'],178,left,6/30/2027,10000000,AFCBournemouth,Premier League,Sin lesión
Marcus Tavernier,Left Midfield,26,['England'],178,left,6/30/2029,18000000,AFCBournemouth,Premier League,Sin lesión
Justin Kluivert,Attacking Midfield,26,"['Netherlands', 'Suriname']",172,both,6/30/2028,35000000,AFCBournemouth,Premier League,Sin lesión
Amine Adli,Left Winger,25,"['Morocco', 'France']",180,left,6/30/2030,20000000,AFCBournemouth,Premier League,Sin lesión
Antoine Semenyo,Right Winger,25,"['Ghana', 'England']",185,right,6/30/2030,55000000,AFCBournemouth,Premier League,Sin lesión
Ben Gannon-Doak,Right Winger,19,['Scotland'],173,right,6/30/2030,18000000,AFCBournemouth,Premier League,Sin lesión
David Brooks,Right Winger,28,"['Wales', 'England']",173,left,6/30/2029,12000000,AFCBournemouth,Premier League,Hamstring injury - Return expected on 31/10/2025
Evanilson,Centre-Forward,26,['Brazil'],183,both,,40000000,AFCBournemouth,Premier League,Calf problems - Return unknown
Eli Kroupi,Centre-Forward,19,"['France', ""Cote d'Ivoire""]",179,right,6/30/2030,15000000,AFCBournemouth,Premier League,Sin lesión
Enes Ünal,Centre-Forward,28,['Türkiye'],187,right,6/30/2028,10000000,AFCBournemouth,Premier League,Cruciate ligament tear - Return expected on 22/11/2025
David Raya,Goalkeeper,30,['Spain'],183,right,6/30/2028,40000000,ArsenalFC,Premier League,Sin lesión
Kepa Arrizabalaga,Goalkeeper,31,['Spain'],188,right,6/30/2028,8000000,ArsenalFC,Premier League,Sin lesión
William Saliba,Centre-Back,24,"['France', 'Cameroon']",192,right,6/30/2030,80000000,ArsenalFC,Premier League,Sin lesión
Gabriel Magalhães,Centre-Back,27,['Brazil'],190,left,6/30/2029,75000000,ArsenalFC,Premier League,Sin lesión
Piero Hincapié,Centre-Back,23,['Ecuador'],184,left,6/30/2026,50000000,ArsenalFC,Premier League,Sin lesión
Cristhian Mosquera,Centre-Back,21,"['Spain', 'Colombia']",191,right,6/30/2030,35000000,ArsenalFC,Premier League,Sin lesión
Myles Lewis-Skelly,Left-Back,19,"['England', 'Barbados']",178,left,6/30/2030,45000000,ArsenalFC,Premier League,Sin lesión
Riccardo Calafiori,Left-Back,23,['Italy'],188,left,6/30/2029,40000000,ArsenalFC,Premier League,Sin lesión
Jurriën Timber,Right-Back,24,"['Netherlands', 'Curacao']",179,right,6/30/2028,60000000,ArsenalFC,Premier League,Sin lesión
Ben White,Right-Back,28,['England'],186,right,6/30/2028,38000000,ArsenalFC,Premier League,Sin lesión
Martín Zubimendi,Defensive Midfield,26,['Spain'],181,right,6/30/2030,70000000,ArsenalFC,Premier League,Sin lesión
Christian Nørgaard,Defensive Midfield,31,['Denmark'],187,right,6/30/2027,11000000,ArsenalFC,Premier League,Sin lesión
Declan Rice,Central Midfield,26,"['England', 'Ireland']",188,right,6/30/2028,120000000,ArsenalFC,Premier League,Sin lesión
Mikel Merino,Central Midfield,29,['Spain'],189,left,6/30/2028,35000000,ArsenalFC,Premier League,Sin lesión
Martin Ødegaard,Attacking Midfield,26,['Norway'],178,left,6/30/2028,80000000,ArsenalFC,Premier League,Team captain; Knee injury - Return expected on 21/11/2025
Eberechi Eze,Attacking Midfield,27,"['England', 'Nigeria']",178,right,6/30/2029,65000000,ArsenalFC,Premier League,Sin lesión
Ethan Nwaneri,Attacking Midfield,18,"['England', 'Nigeria']",176,left,6/30/2030,45000000,ArsenalFC,Premier League,Sin lesión
Gabriel Martinelli,Left Winger,24,"['Brazil', 'Italy']",178,right,6/30/2027,45000000,ArsenalFC,Premier League,Sin lesión
Leandro Trossard,Left Winger,30,['Belgium'],172,right,6/30/2027,22000000,ArsenalFC,Premier League,Sin lesión
Bukayo Saka,Right Winger,24,"['England', 'Nigeria']",178,left,6/30/2027,140000000,ArsenalFC,Premier League,Sin lesión
Noni Madueke,Right Winger,23,"['England', 'Nigeria']",182,left,6/30/2030,50000000,ArsenalFC,Premier League,Knee injury - Return expected on 21/11/2025
Max Dowman,Right Winger,15,['England'],183,left,,,ArsenalFC,Premier League,Sin lesión
Viktor Gyökeres,Centre-Forward,27,"['Sweden', 'Hungary']",189,right,6/30/2030,75000000,ArsenalFC,Premier League,Sin lesión
Kai Havertz,Centre-Forward,26,['Germany'],193,left,6/30/2028,60000000,ArsenalFC,Premier League,Knee injury - Return expected on 21/11/2025
Gabriel Jesus,Centre-Forward,28,['Brazil'],175,right,6/30/2027,25000000,ArsenalFC,Premier League,No eligibility - until 29/01/2026 - UEFA Champions League - 8 matchdays; Cruciate ligament tear - Return expected on 01/01/2026
Emiliano Martínez,Goalkeeper,33,"['Argentina', 'Spain']",195,right,6/30/2029,16000000,AstonVilla,Premier League,Sin lesión
Marco Bizot,Goalkeeper,34,['Netherlands'],193,right,6/30/2027,3000000,AstonVilla,Premier League,Sin lesión
Ezri Konsa,Centre-Back,27,"['England', 'DR Congo']",183,right,6/30/2028,35000000,AstonVilla,Premier League,Sin lesión
Pau Torres,Centre-Back,28,['Spain'],192,left,6/30/2028,30000000,AstonVilla,Premier League,Sin lesión
Victor Lindelöf,Centre-Back,31,['Sweden'],187,right,6/30/2027,8000000,AstonVilla,Premier League,Sin lesión
Tyrone Mings,Centre-Back,32,['England'],196,left,6/30/2027,5000000,AstonVilla,Premier League,Sin lesión
Ian Maatsen,Left-Back,23,"['Netherlands', 'Suriname']",178,left,6/30/2030,25000000,AstonVilla,Premier League,Sin lesión
Lucas Digne,Left-Back,32,['France'],178,left,6/30/2028,10000000,AstonVilla,Premier League,Sin lesión
Matty Cash,Right-Back,28,"['Poland', 'England']",185,right,6/30/2027,25000000,AstonVilla,Premier League,Sin lesión
Andrés García,Right-Back,22,['Spain'],185,right,,7000000,AstonVilla,Premier League,Muscle injury - Return expected on 01/11/2025
Amadou Onana,Defensive Midfield,24,"['Belgium', 'Senegal']",195,right,6/30/2029,42000000,AstonVilla,Premier League,Sin lesión
Boubacar Kamara,Defensive Midfield,25,"['France', 'Senegal']",184,right,6/30/2030,40000000,AstonVilla,Premier League,Sin lesión
Lamare Bogarde,Defensive Midfield,21,"['Netherlands', 'Suriname']",185,right,,10000000,AstonVilla,Premier League,Sin lesión
Youri Tielemans,Central Midfield,28,"['Belgium', 'DR Congo']",177,right,6/30/2027,38000000,AstonVilla,Premier League,Calf problems - Return expected on 10/11/2025
John McGinn,Central Midfield,31,['Scotland'],178,left,6/30/2027,16000000,AstonVilla,Premier League,Team captain
Ross Barkley,Central Midfield,31,['England'],189,right,6/30/2026,6000000,AstonVilla,Premier League,No eligibility - until 31/01/2026 - UEFA Europa League - 8 matchdays
Morgan Rogers,Attacking Midfield,23,['England'],187,right,6/30/2030,65000000,AstonVilla,Premier League,Sin lesión
Harvey Elliott,Attacking Midfield,22,['England'],170,left,6/30/2026,35000000,AstonVilla,Premier League,Sin lesión
Emiliano Buendía,Attacking Midfield,28,"['Argentina', 'Spain']",172,right,6/30/2027,15000000,AstonVilla,Premier League,Sin lesión
Jadon Sancho,Left Winger,25,"['England', 'Jamaica']",180,right,6/30/2026,25000000,AstonVilla,Premier League,Sin lesión
Donyell Malen,Right Winger,26,"['Netherlands', 'Suriname']",176,right,,25000000,AstonVilla,Premier League,Sin lesión
Ollie Watkins,Centre-Forward,29,['England'],180,right,6/30/2028,35000000,AstonVilla,Premier League,Sin lesión
Evann Guessand,Centre-Forward,24,"[""Cote d'Ivoire"", 'France']",188,right,,30000000,AstonVilla,Premier League,Sin lesión
Caoimhín Kelleher,Goalkeeper,26,['Ireland'],188,right,6/30/2030,20000000,BrentfordFC,Premier League,Sin lesión
Hákon Valdimarsson,Goalkeeper,24,['Iceland'],195,right,6/30/2028,2500000,BrentfordFC,Premier League,Sin lesión
Matthew Cox,Goalkeeper,22,['England'],183,right,6/30/2028,800000,BrentfordFC,Premier League,Sin lesión
Ellery Balcombe,Goalkeeper,26,"['England', 'St. Vincent & Grenadinen']",190,right,6/30/2027,400000,BrentfordFC,Premier League,Sin lesión
Nathan Collins,Centre-Back,24,['Ireland'],193,right,6/30/2029,35000000,BrentfordFC,Premier League,Team captain
Sepp van den Berg,Centre-Back,23,['Netherlands'],192,right,6/30/2029,25000000,BrentfordFC,Premier League,Sin lesión
Kristoffer Ajer,Centre-Back,27,['Norway'],198,right,6/30/2028,16000000,BrentfordFC,Premier League,Sin lesión
Ethan Pinnock,Centre-Back,32,"['Jamaica', 'England']",194,left,6/30/2027,7000000,BrentfordFC,Premier League,Sin lesión
Benjamin Arthur,Centre-Back,20,['England'],192,right,6/30/2031,,BrentfordFC,Premier League,Sin lesión
Rico Henry,Left-Back,28,"['England', 'Jamaica']",170,left,6/30/2026,15000000,BrentfordFC,Premier League,Sin lesión
Michael Kayode,Right-Back,21,"['Italy', 'Nigeria']",179,right,6/30/2030,20000000,BrentfordFC,Premier League,Sin lesión
Aaron Hickey,Right-Back,23,['Scotland'],185,both,6/30/2028,15000000,BrentfordFC,Premier League,Sin lesión
Vitaly Janelt,Defensive Midfield,27,"['Germany', 'Bosnia-Herzegovina']",184,left,6/30/2026,20000000,BrentfordFC,Premier League,Sin lesión
Yunus Konak,Defensive Midfield,19,['Türkiye'],181,right,6/30/2029,4500000,BrentfordFC,Premier League,Sin lesión
Jordan Henderson,Defensive Midfield,35,['England'],182,right,6/30/2027,2500000,BrentfordFC,Premier League,Sin lesión
Yegor Yarmolyuk,Central Midfield,21,['Ukraine'],180,right,6/30/2031,20000000,BrentfordFC,Premier League,Sin lesión
Mathias Jensen,Central Midfield,29,['Denmark'],180,right,6/30/2026,14000000,BrentfordFC,Premier League,Sin lesión
Frank Onyeka,Central Midfield,27,['Nigeria'],183,right,6/30/2027,7000000,BrentfordFC,Premier League,Sin lesión
Paris Maghoma,Central Midfield,24,"['England', 'DR Congo']",184,right,6/30/2027,800000,BrentfordFC,Premier League,Hamstring injury - Return expected on 31/10/2025
Keane Lewis-Potter,Left Midfield,24,['England'],170,right,6/30/2031,25000000,BrentfordFC,Premier League,Sin lesión
Mikkel Damsgaard,Attacking Midfield,25,['Denmark'],180,right,6/30/2030,30000000,BrentfordFC,Premier League,Sin lesión
Antoni Milambo,Attacking Midfield,20,"['Netherlands', 'DR Congo']",179,right,6/30/2030,20000000,BrentfordFC,Premier League,Cruciate ligament tear - Return unknown
Fábio Carvalho,Attacking Midfield,23,"['Portugal', 'England']",170,right,6/30/2029,14000000,BrentfordFC,Premier League,Sin lesión
Myles Peart-Harris,Attacking Midfield,23,"['Jamaica', 'England']",187,right,6/30/2026,900000,BrentfordFC,Premier League,Sin lesión
Dango Ouattara,Left Winger,23,['Burkina Faso'],177,left,6/30/2030,35000000,BrentfordFC,Premier League,Sin lesión
Kevin Schade,Left Winger,23,"['Germany', 'Nigeria']",185,right,6/30/2028,30000000,BrentfordFC,Premier League,Sin lesión
Reiss Nelson,Left Winger,25,"['England', 'Jamaica']",175,right,6/30/2026,16000000,BrentfordFC,Premier League,Sin lesión
Gustavo Nunes,Left Winger,19,['Brazil'],173,right,6/30/2030,10000000,BrentfordFC,Premier League,Sin lesión
Romelle Donovan,Right Winger,18,"['England', 'St. Kitts & Nevis']",171,left,6/30/2030,3500000,BrentfordFC,Premier League,Sin lesión
Igor Thiago,Centre-Forward,24,"['Brazil', 'Bulgaria']",191,right,6/30/2029,22000000,BrentfordFC,Premier League,Sin lesión
Bart Verbruggen,Goalkeeper,23,['Netherlands'],194,right,6/30/2028,35000000,BrightonandHoveAlbion,Premier League,Sin lesión
Jason Steele,Goalkeeper,35,['England'],188,right,6/30/2027,1000000,BrightonandHoveAlbion,Premier League,Sin lesión
Tom McGill,Goalkeeper,25,"['Canada', 'England']",185,right,6/30/2027,600000,BrightonandHoveAlbion,Premier League,Sin lesión
Jan Paul van Hecke,Centre-Back,25,['Netherlands'],189,right,6/30/2027,35000000,BrightonandHoveAlbion,Premier League,Sin lesión
Olivier Boscagli,Centre-Back,27,['France'],181,left,6/30/2030,20000000,BrightonandHoveAlbion,Premier League,Sin lesión
Diego Coppola,Centre-Back,21,"['Italy', 'Netherlands']",193,right,6/30/2030,10000000,BrightonandHoveAlbion,Premier League,Sin lesión
Adam Webster,Centre-Back,30,['England'],190,right,6/30/2026,9000000,BrightonandHoveAlbion,Premier League,Cruciate ligament injury - Return expected on 01/06/2026
Lewis Dunk,Centre-Back,33,['England'],192,right,6/30/2026,6000000,BrightonandHoveAlbion,Premier League,Team captain
Ferdi Kadıoğlu,Left-Back,26,"['Türkiye', 'Netherlands']",174,right,6/30/2028,25000000,BrightonandHoveAlbion,Premier League,Sin lesión
Maxim De Cuyper,Left-Back,24,['Belgium'],182,left,6/30/2030,20000000,BrightonandHoveAlbion,Premier League,Sin lesión
Joël Veltman,Right-Back,33,['Netherlands'],184,right,6/30/2026,4000000,BrightonandHoveAlbion,Premier League,Sin lesión
Carlos Baleba,Defensive Midfield,21,['Cameroon'],179,left,6/30/2028,60000000,BrightonandHoveAlbion,Premier League,Sin lesión
Mats Wieffer,Defensive Midfield,25,['Netherlands'],188,right,6/30/2029,25000000,BrightonandHoveAlbion,Premier League,Sin lesión
Jack Hinshelwood,Defensive Midfield,20,['England'],182,right,6/30/2028,24000000,BrightonandHoveAlbion,Premier League,Ligament injury - Return expected on 22/11/2025
Yasin Ayari,Central Midfield,22,"['Sweden', 'Tunisia']",172,right,6/30/2027,28000000,BrightonandHoveAlbion,Premier League,Sin lesión
Diego Gómez,Central Midfield,22,['Paraguay'],185,right,,20000000,BrightonandHoveAlbion,Premier League,Sin lesión
James Milner,Central Midfield,39,['England'],175,right,6/30/2026,1000000,BrightonandHoveAlbion,Premier League,Sin lesión
Kaoru Mitoma,Left Winger,28,['Japan'],178,right,6/30/2027,35000000,BrightonandHoveAlbion,Premier League,Sin lesión
Tom Watson,Left Winger,19,['England'],190,right,6/30/2029,10000000,BrightonandHoveAlbion,Premier League,Sin lesión
Yankuba Minteh,Right Winger,21,['The Gambia'],180,left,6/30/2029,35000000,BrightonandHoveAlbion,Premier League,Sin lesión
Brajan Gruda,Right Winger,21,"['Germany', 'Albania']",178,left,6/30/2028,28000000,BrightonandHoveAlbion,Premier League,Knee problems - Return expected on 24/10/2025
Solly March,Right Winger,31,['England'],180,left,6/30/2026,5000000,BrightonandHoveAlbion,Premier League,Knee surgery - Return expected on 13/12/2025
Georginio Rutter,Centre-Forward,23,"['France', 'Martinique']",182,left,6/30/2028,32000000,BrightonandHoveAlbion,Premier League,Sin lesión
Charalampos Kostoulas,Centre-Forward,18,['Greece'],185,right,6/30/2030,25000000,BrightonandHoveAlbion,Premier League,Sin lesión
Stefanos Tzimas,Centre-Forward,19,['Greece'],186,both,6/30/2030,22000000,BrightonandHoveAlbion,Premier League,Sin lesión
